title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelid,final_1688_link,price judge,上传日期,itemid,最大价格,同款要求,空置，该列请勿删除，否则会导致数据错乱,l4
9月化妆品热销品牌品- KIMUSE 蓬松丰盈染眉慕斯，持久防水，瞬间打造3D立体蓬松眉妆，柔软饱满，自然妆效,#01-DEEP BROWN,5.33 ,https://cf.shopee.ph/file/cn-11134207-820l4-mnksw6kihjpcfa,http://shopee.ph/product/160033468/42480461312,Makeup,眼部彩妆,IVCN2026082411859,'385853598596,https://detail.1688.com/offer/1055037615856.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42480461312,5.33 ,100%同款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- KIMUSE 蓬松丰盈染眉慕斯，持久防水，瞬间打造3D立体蓬松眉妆，柔软饱满，自然妆效,#02-BLACK BROWN,5.33 ,https://cf.shopee.ph/file/cn-11134207-820l4-mnksw88xc3yb38,http://shopee.ph/product/160033468/42480461312,Makeup,眼部彩妆,IVCN2026082411859,'385853598597,https://detail.1688.com/offer/1055037615856.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42480461312,5.33 ,100%同款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- KIMUSE 蓬松丰盈染眉慕斯，持久防水，瞬间打造3D立体蓬松眉妆，柔软饱满，自然妆效,#03-CARAMEL BLONDE,5.33 ,https://cf.shopee.ph/file/cn-11134207-820l4-mnksw9ltujnlcb,http://shopee.ph/product/160033468/42480461312,Makeup,眼部彩妆,IVCN2026082411859,'385853598598,https://detail.1688.com/offer/1055037615856.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42480461312,5.33 ,100%同款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- Judydoll 橘 持久闪亮唇膏 - 玻璃唇镜唇膏，滋润持久，高显色度，适合干唇,105 Confident Nude,27.84 ,https://cf.shopee.sg/file/cn-11134207-820l4-mjtd23v2pk3re2,http://shopee.sg/product/332457883/42528257886,Makeup,唇部彩妆,IVCN2026082411863,'405473332809,https://detail.1688.com/offer/984969332085.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.sg&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42528257886,27.84 ,100%同款,,口红
9月化妆品热销常规品- 40色哑光珠光彩色眼影盘，高显色度彩妆，紫水晶烟熏色粉状眼影,E40-Multicolor+Escovar(KIT8),5.68 ,https://cf.shopee.com.br/file/cn-11134207-820l4-mjz2rnjpi6td26,http://shopee.com.br/product/1398191099/42528442993,Makeup,眼部彩妆,IVCN2026082411865,'325501258196,https://detail.1688.com/offer/668192076005.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982 https://detail.1688.com/offer/1019239534055.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42528442993,5.68 ,相似款,,眼影
9月化妆品热销常规品- 40色哑光珠光彩色眼影盘，高显色度彩妆，紫水晶烟熏色粉状眼影,E40-Castanho+Escovar(KIT8),5.68 ,https://cf.shopee.com.br/file/cn-11134207-820l4-mjz2rmpqomwxde,http://shopee.com.br/product/1398191099/42528442993,Makeup,眼部彩妆,IVCN2026082411865,'325501258195,https://detail.1688.com/offer/668192076005.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42528442993,5.68 ,相似款,,眼影
9月化妆品热销常规品- 40色哑光珠光彩色眼影盘，高显色度彩妆，紫水晶烟熏色粉状眼影,E40-Castanho,0.30 ,https://cf.shopee.com.br/file/br-11134207-7r98o-mcn0zrwggw7598,http://shopee.com.br/product/1398191099/42528442993,Makeup,眼部彩妆,IVCN2026082411865,'325501258192,https://detail.1688.com/offer/668192076005.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42528442993,0.30 ,相似款,,眼影
9月化妆品热销品牌品- [PERIPERA] 🩷 丰盈水润唇笔 (0.7g) | 4D 丰唇，多功能,04 Màu be hạnh nhân,2.90 ,https://cf.shopee.vn/file/sg-11134207-7reoi-mdvgi9ksddqbb1,http://shopee.vn/product/462006215/42565655134,Makeup,唇部彩妆,IVCN2026082411869,'380951198347,https://detail.1688.com/offer/1062236847449.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i27&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42565655134,2.90 ,100%同款,,唇线笔
9月化妆品热销常规品- 【正品】NARS 光感粉底液 30ml - 2025 最新款正装,#L0.5,30.00 ,https://cf.shopee.vn/file/sg-11134201-823rn-mos2xnb42ght05,http://shopee.vn/product/1255605345/42581262687,Makeup,面部彩妆,IVCN2026082411871,'315983779413,https://detail.1688.com/offer/1068356989257.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42581262687,30.00 ,100%同款,,粉底
9月化妆品热销常规品- Kiss Me Heroine 顺滑液体眼线笔 0.1mm 防水超持久显色眼线液,02# Bitter Brown,13.94 ,https://cf.shopee.sg/file/sg-11134207-7rdxc-md7ab58ugsi608,http://shopee.sg/product/1070687766/42662411556,Makeup,眼部彩妆,IVCN2026082411873,'271037916512,https://detail.1688.com/offer/1067908531978.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.sg&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42662411556,13.94 ,100%同款,,眼线
9月化妆品热销常规品- Kiss Me Heroine 顺滑液体眼线笔 0.1mm 防水超持久显色眼线液,03# Tea Black,14.42 ,https://cf.shopee.sg/file/sg-11134207-7rdye-md7ab05q0zxi06,http://shopee.sg/product/1070687766/42662411556,Makeup,眼部彩妆,IVCN2026082411873,'271037916513,https://detail.1688.com/offer/1067908531978.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.sg&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42662411556,14.42 ,100%同款,,眼线
9月化妆品热销常规品- Kiss Me Heroine 顺滑液体眼线笔 0.1mm 防水超持久显色眼线液,01# Jet Black,14.59 ,https://cf.shopee.sg/file/sg-11134207-7rdvg-md7aarnocmrkef,http://shopee.sg/product/1070687766/42662411556,Makeup,眼部彩妆,IVCN2026082411873,'271037916514,https://detail.1688.com/offer/1067908531978.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.sg&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42662411556,14.59 ,100%同款,,眼线
9月化妆品热销品牌品- tyantyan1105 X【限量版】Mistine 双头唇彩 微醉持色春夏哑光水润唇膏 1.5g *2,D16,3.20 ,https://cf.shopee.com.my/file/cn-11134207-820l4-mo3v09gz8oar6a,http://shopee.com.my/product/696443243/42730777977,Makeup,唇部彩妆,IVCN2026082411877,'224688060874,https://detail.1688.com/offer/1044709779544.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42730777977,3.20 ,100%同款（LFF）,,唇蜜
9月化妆品热销品牌品- tyantyan1105 X【限量版】Mistine 双头唇彩 微醉持色春夏哑光水润唇膏 1.5g *2,D15,3.20 ,https://cf.shopee.com.my/file/cn-11134207-820l4-mo3v064qhuro87,http://shopee.com.my/product/696443243/42730777977,Makeup,唇部彩妆,IVCN2026082411877,'224688060873,https://detail.1688.com/offer/1044709779544.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42730777977,3.20 ,100%同款（LFF）,,唇蜜
9月化妆品热销常规品- Fullsize- Phấn Phủ Dạng Nén NAR.S Light Reflecting Setting Powder,Dạng nén,14.00 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mpao1qwqh8ng7c,http://shopee.vn/product/1774231703/42731605845,Makeup,面部彩妆,IVCN2026082411880,'391042305987,https://detail.1688.com/offer/1070606787599.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42731605845,14.00 ,相似款,,蜜粉
9月化妆品热销常规品- Colourette Lash Out 防水睫毛膏卸妆液,Colourette Lash Out Waterproof Mascara Remover,17.95 ,https://cf.shopee.ph/file/ph-11134207-81zto-mfy2lkz3iknc87,http://shopee.ph/product/53427120/42774789135,Makeup,眼部彩妆,IVCN2026082411882,'254039677314,无同款,1688三档价,2026/8/24,'42774789135,17.95 ,相似款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- 美宝莲持久不脱色唇釉,Cheeky,39.10 ,https://cf.shopee.com.br/file/sg-11134201-7rdve-mbob4gplaz651e,http://shopee.com.br/product/560644869/42806943526,Makeup,唇部彩妆,IVCN2026082411884,'305589319920,https://detail.1688.com/offer/1038070590607.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42806943526,39.10 ,100%同款,,口红
9月化妆品热销常规品- [VDL] Lumilayer | 修正 | 色调染色 | 妆前乳 30ml，焕彩妆前乳 / 持久 / 保湿妆前乳,Sự hoang dã,5.10 ,https://cf.shopee.vn/file/sg-11134207-8258f-mqg51v7b7n5u06,http://shopee.vn/product/1457363816/42809327731,Makeup,面部彩妆,IVCN2026082411886,'426184359466,https://detail.1688.com/offer/606694547752.html?spm=a26352.13672862.offerlist.23.42cd59f7wjhnuU&cosite=-&tracelog=p4p&_p_isad=1&clickid=71de91873a544c0192fdd2b984cc007a&sessionid=bee2c0913f8443e4bf34831b462ce7e2,1688三档价,2026/8/24,'42809327731,5.10 ,相似款,,妆前乳
9月化妆品热销常规品- IGOODCO(IG3322) 多功能彩妆套装 - 眼影、腮红、高光、修容、遮瑕和唇彩，一应俱全,IG3322-1PCS,27.50 ,https://cf.shopee.ph/file/sg-11134201-823pa-morngabtquxad3,http://shopee.ph/product/1383125067/42831244989,Makeup,眼部彩妆,IVCN2026082411888,'445981388570,https://detail.1688.com/offer/1053415629405.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42831244989,27.50 ,相似款（LFF）,,眼影
9月化妆品热销品牌品- Espoir Be Velvet Cover Cushion 2025 SPF42 PA++ 13克,IVORY 13GX2,8.23 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mpw1uefcvlsb97,http://shopee.vn/product/1692230902/42877267998,Makeup,面部彩妆,IVCN2026082411890,'302727147187,https://detail.1688.com/offer/921729819131.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42877267998,8.23 ,100%同款,,粉底
9月化妆品热销常规品- 【全新配方】悦诗风吟控油矿物散粉 5g - 控油哑光妆效，持久定妆,1 Hộp,4.87 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mnz6zitnv285ae,http://shopee.vn/product/754115329/42880706295,Makeup,面部彩妆,IVCN2026082411892,'316206276413,无同款,1688三档价,2026/8/24,'42880706295,4.87 ,100%同款,,蜜粉
9月化妆品热销品牌品- JUDYDOLL 双效眉笔 | 二合一眉笔和眉胶 | 防水、防晕染、持久12小时,02 GRAY-BROWN,12.50 ,https://cf.shopee.sg/file/cn-11134207-820l4-mp7o6qv5upz44a,http://shopee.sg/product/332457883/42881524311,Makeup,眼部彩妆,IVCN2026082411894,'406027882838,https://detail.1688.com/offer/688666923769.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.sg&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42881524311,12.50 ,100%同款,,眉笔、眉粉
9月化妆品热销常规品- BBIA Glow Tint Mini | 自然光泽,11 Nudy,4.00 ,https://cf.shopee.ph/file/ph-11134207-81zth-mjp5tg0yk83o39,http://shopee.ph/product/1568768788/42928158462,Makeup,唇部彩妆,IVCN2026082411896,'370456678009,https://detail.1688.com/offer/902166179936.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUIFGVEUSHLEZUIQ2OLJNEQRK2KRGVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NJJIUOUKZKRBU4WSRI42FSVCRLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688三档价,2026/8/24,'42928158462,4.00 ,100%同款（LFF）,,唇釉
9月化妆品热销品牌品- SILKYGIRL I-Pocket 四色眼影盘 03 Lush Chic,SILKYGIRL I-Pocket Shadow Quad 03 Lush Chic,2.66 ,https://cf.shopee.com.my/file/sg-11134201-8262f-mkizc2r0lxc438,http://shopee.com.my/product/21516516/42928690972,Makeup,眼部彩妆,IVCN2026082411898,'365548493709,https://detail.1688.com/offer/862110523303.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i8&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42928690972,2.66 ,100%同款（LFF）,,眼影
9月化妆品热销品牌品- HEXZE 三合一气垫，具有 SPF50+、PA++++ 防晒、遮瑕、腮红和自然妆效。,S01- trắng sáng+lõi,26.59 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mqzwa5inecxyac,http://shopee.vn/product/1107172226/42931454362,Makeup,面部彩妆,IVCN2026082411900,'421258552166,无同款,1688三档价,2026/8/24,'42931454362,26.59 ,相似款,,粉底
9月化妆品热销品牌品- HEXZE 三合一气垫，具有 SPF50+、PA++++ 防晒、遮瑕、腮红和自然妆效。,S02- Tự nhiên+lõi,26.50 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mqzwa8c2qt4w31,http://shopee.vn/product/1107172226/42931454362,Makeup,面部彩妆,IVCN2026082411900,'421258552167,无同款,1688三档价,2026/8/24,'42931454362,26.50 ,相似款,,粉底
9月化妆品热销常规品- TFIT遮瑕膏，TFIT色彩消除遮瑕膏，高遮瑕力，控油，持久遮瑕专业版 15克 - TFIT HCM,00 Light,5.00 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mqvpqnwy7bii85,http://shopee.vn/product/1483795712/43003179943,Makeup,面部彩妆,IVCN2026082411903,'270651381966,https://detail.1688.com/offer/842235242043.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i12&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'43003179943,5.00 ,100%同款,,遮瑕
9月化妆品热销常规品- TFIT遮瑕膏，TFIT色彩消除遮瑕膏，高遮瑕力，控油，持久遮瑕专业版 15克 - TFIT HCM,01 Neutral,25.80 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mqvpqqdzvp4w38,http://shopee.vn/product/1483795712/43003179943,Makeup,面部彩妆,IVCN2026082411903,'270651381967,https://detail.1688.com/offer/682783624134.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'43003179943,25.80 ,100%同款,,遮瑕
9月化妆品热销常规品- VDL 色彩校正妆前乳 SPF20 PA++ 30ml（3种）,3. ĐỘ BỀN 30ml,5.10 ,https://cf.shopee.vn/file/sg-11134207-7rdyx-mcg8f9but707ba,http://shopee.vn/product/1457363816/43009307624,Makeup,面部彩妆,IVCN2026082411906,'275779500921,https://detail.1688.com/offer/606694547752.html?spm=a26352.13672862.offerlist.23.42cd59f7wjhnuU&cosite=-&tracelog=p4p&_p_isad=1&clickid=71de91873a544c0192fdd2b984cc007a&sessionid=bee2c0913f8443e4bf34831b462ce7e2,1688三档价,2026/8/24,'43009307624,5.10 ,相似款,,妆前乳
9月化妆品热销品牌品- 【新品】兰芝 NEO CUSHION THE GLOW 气垫粉底液 15克*2,17W,25.20 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mrjxrmrh2neubf,http://shopee.vn/product/147191228/43031561916,Makeup,面部彩妆,IVCN2026082411908,'234701140051,https://detail.1688.com/offer/1030912535841.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'43031561916,25.20 ,100%同款,,粉底
9月化妆品热销品牌品- 【新品】兰芝 NEO CUSHION THE GLOW 气垫粉底液 15克*2,17N,25.20 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mrjxrmrh2neubf,http://shopee.vn/product/147191228/43031561916,Makeup,面部彩妆,IVCN2026082411908,'234701140052,https://detail.1688.com/offer/1030912535841.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'43031561916,25.20 ,100%同款,,粉底
9月化妆品热销品牌品- 【新品】兰芝 NEO CUSHION THE GLOW 气垫粉底液 15克*2,21W,25.20 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mrjxrmrh2neubf,http://shopee.vn/product/147191228/43031561916,Makeup,面部彩妆,IVCN2026082411908,'234701140054,https://detail.1688.com/offer/1030912535841.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'43031561916,25.20 ,100%同款,,粉底
9月化妆品热销常规品- 24小时不脱妆持久哑光防水丝绒唇膏 - 彩色唇妆,#1,1.70 ,https://cf.shopee.com.br/file/sg-11134201-7rblv-lp8tym7pb4gnb3,http://shopee.com.br/product/870143972/43056481443,Makeup,唇部彩妆,IVCN2026082411912,'275544069479,https://detail.1688.com/offer/695347450229.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=4506f41c67971a32b07b82fb3fd641d2&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B13A1AE6C7A123810AEBC1CD41938B69485CDEA86385118CA11B484850D4DC156E348394BC3CC3C62B9992F8828C4BE892FB5F6644E860EF33A6FDD6E7E5ACCF55A95A2D20210385C9BC8FB417A8ACBBF60B8FA6D99610AB2BFD781A1418D7B3CD2E779F2F9D9303CAD2A99266DB662CE5028A38E4929CB1217FF70742D24E3947D31B4F548A2AC8B8%26cbu_cps_trace_flag%3Dwrite,1688三档价,2026/8/24,'43056481443,1.70 ,相似款,,口红
9月化妆品热销品牌品- ROCKSWEET RS 眉毛睫毛膏（浅粉棕色）——防水、持久、速干、防晕染,🔥Nâu hồng-26394,11.53 ,https://cf.shopee.vn/file/vn-11134207-7ras8-mc1yws6qpd2q55,http://shopee.vn/product/1582369039/43058168736,Makeup,眼部彩妆,IVCN2026082411914,'275689431623,https://detail.1688.com/offer/1072520542560.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'43058168736,11.53 ,100%同款（Top）,,睫毛膏
9月化妆品热销常规品- Zeesea SPF 25 PA+++ 防晒粉，控油，防水，持久，8克,Da sáng,2.60 ,https://cf.shopee.vn/file/cn-11134207-7r98o-lwqk4l4yoxlv69,http://shopee.vn/product/1594867579/43076109782,Makeup,面部彩妆,IVCN2026082411916,'385070972339,https://detail.1688.com/offer/1015818924570.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'43076109782,2.60 ,相似款,,蜜粉
9月化妆品热销品牌品- 详情：持久不脱色凝胶眼线笔,Backstage,0.90 ,https://cf.shopee.ph/file/ph-11134207-820li-mr4lkud2j286f5,http://shopee.ph/product/10489673/43083003405,Makeup,眼部彩妆,IVCN2026082411918,'277824583401,https://detail.1688.com/offer/531657696892.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'43083003405,0.90 ,100%同款（LFF）,,眼线
9月化妆品热销品牌品- 详情：持久不脱色凝胶眼线笔,Catwalk,0.90 ,https://cf.shopee.ph/file/ph-11134207-820le-mr4lkk2ryfwn91,http://shopee.ph/product/10489673/43083003405,Makeup,眼部彩妆,IVCN2026082411918,'277824583398,https://detail.1688.com/offer/531657696892.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'43083003405,0.90 ,100%同款（LFF）,,眼线
9月化妆品热销常规品- KEM MÁ HỒNG OFÉLIA LOLLI 液体腮红,LB2 Rosie,4.80 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mm8ngks4d24g6c,http://shopee.vn/product/41592556/43100729852,Makeup,面部彩妆,IVCN2026082411921,'270058010117,https://detail.1688.com/offer/1066304976816.html?spm=a26352.13672862.offerlist.35.6b491e62Bg7fPf&cosite=-&tracelog=p4p&_p_isad=1&clickid=99136d4bc8644000b2d480efd985668c&sessionid=af3238ffbf1d78753e722af1adc3aa06,1688三档价,2026/8/24,'43100729852,4.80 ,100%同款,,腮红
